,h,ecc,anomalia_verdadeira,raan,inc,arg_per,q0,q1,q2,q3,wx3,wy3,wz3,X_perifocal,Y_perifocal,Z_perifocal,distancia
75,52685.88963126304,0.0008682203950585592,0.8308607190986471,-0.00020314210948653742,1.0992594479324962,-0.003551521677278553,0.7820954464803453,-0.20810155599028873,0.4792687060038094,0.3395908752368783,0.0,0.0,0.0010780070154523262,4692.582634309423,5139.900675814982,0,6959.806803142288
76,52685.27388494401,0.0008561112104269198,0.865519651919486,-0.00021049711130464318,1.0992534885813878,-0.027330406899128253,0.7802536877359386,-0.21068179569304413,0.47814007479367326,0.3438014437490165,0.0,0.0,0.0010780070154523262,4511.688353385043,5299.458445187111,0,6959.855717637775
77,52684.659573655255,0.0008450599095134857,0.901222125377869,-0.00021799752792221389,1.0992475429620139,-0.05215304652045008,0.7783892607432092,-0.2132559145823575,0.47699755246309944,0.34800202400141267,0.0,0.0,0.0010780070154523262,4319.680489698642,5457.164486860805,0,6959.905442585973
78,52684.04698833975,0.0008351220465235154,0.9379056144241695,-0.00022564298432206116,1.0992416138914707,-0.07795691786041836,0.7765022196682531,-0.21582383787387388,0.4758411722051138,0.352192493957091,0.0,0.0,0.0010780070154523262,4116.661319459017,5611.959269975537,0,6959.955981685115
79,52683.43641908677,0.0008263498075830117,0.9754924814475516,-0.00023343303653852244,1.0992357041788863,-0.10466438565969749,0.7745926193341548,-0.21838549096324159,0.474670967615346,0.35637273187281426,0.0,0.0,0.0010780070154523262,3902.89620466916,5762.734018485307,0,6960.007338518312
80,52682.82815499469,0.0008187910762418115,1.0138899938236474,-0.00024136717186666568,1.0992298166240864,-0.13218271962785333,0.7726605152194047,-0.22094079942826675,0.4734869726910587,0.3605426163025999,0.0,0.0,0.0010780070154523262,3678.8267015955043,5908.355318796888,0,6960.059516521934
81,52682.222484032834,0.000812488488126053,1.0529908720072874,-0.00024944480910702506,1.0992239540162543,-0.16040464253574113,0.7707059634562775,-0.22348968903108793,0.4722892218301541,0.36470202610126856,0.0,0.0,0.0010780070154523262,3445.0780362295536,6047.6940730871665,0,6960.11251901612
82,52681.61969290509,0.0008074785326432655,1.0926744038935716,-0.0002576652988409828,1.0992181191326051,-0.18920944457633526,0.7687290208292085,-0.226032085720325,0.47107774983017875,0.3688508404279507,0.0,0.0,0.0010780070154523262,3202.4596596225233,6179.657574388137,0,6960.166349176022
83,52681.02006691349,0.0008037907308502645,1.1328081426088374,-0.0002660279237400539,1.0992123147370634,-0.21846468115537965,0.7667297447731413,-0.22856791563323253,0.46985259188731127,0.3729889387496006,0.0,0.0,0.0010780070154523262,2951.9578723118507,6303.2230825668175,0,6960.221010033161
84,52680.4238898228,0.0008014469367537121,1.173250151054325,-0.0002745318989096693,1.099206543578943,-0.2480284174347599,0.7647081933715271,-0.23109710509774642,0.46861378359513656,0.37711620084433584,0.0,0.0,0.0010780070154523262,2694.7201212485425,6417.470879312645,0,6960.27650447075
85,52679.83144372557,0.0008004607995726894,1.213851715374248,-0.0002831763722569628,1.0992008083916378,-0.2777519418002702,0.7626644253556345,-0.23361958063492042,0.46736136094422254,0.381232506805414,0.0,0.0,0.0010780070154523262,2432.0312290167763,6521.614622017969,0,6960.332835219263
86,52679.2430089083,0.0008008374176161316,1.254460404894542,-0.0002919604248980374,1.0991951118913186,-0.3074828258000648,0.760598500101897,-0.23613526896078066,0.4660953603204942,0.3853377370442591,0.0,0.0,0.0010780070154523262,2165.28255847909,6615.02686777886,0,6960.3900048409605
87,52678.65886371813,0.0008025732073777146,1.2949233393684858,-0.00030088307160060164,1.099189456775636,-0.33706819138994365,0.7585104776304689,-0.23864409698854336,0.4648158185043492,0.3894317722940795,0.0,0.0,0.0010780070154523262,1895.9356822437412,6697.257981369316,0,6960.448015768816
88,52678.079284432366,0.0008056559967763346,1.335090456077834,-0.00030994326128434705,1.0991838457224499,-0.36635797803429787,0.7564004186031746,-0.241145991830632,0.4635227726694017,0.3935144936131607,0.0,0.0,0.0010780070154523262,1625.482971126172,6768.047059594872,0,6960.506870215125
89,52677.504545124626,0.000810065321927947,1.3748176569614439,-0.00031913987744900096,1.0991782813885265,-0.39520808983423195,0.7542683843227903,-0.24364088080113014,0.4622162603820407,0.397585782388867,0.0,0.0,0.0010780070154523262,1355.4072101489317,6827.324386149747,0,6960.56657026127
90,52676.934917536935,0.0008157729391751729,1.4139696245428186,-0.00032847173877115075,1.0991727664082926,-0.4234832114549549,0.7521144367297165,-0.24612869141740318,0.460896319599393,0.40164552034028905,0.0,0.0,0.0010780070154523262,1087.1430656603852,6875.205438956231,0,6960.62711780101
91,52676.37067095043,0.0008227434963294061,1.4524222063212997,-0.0003379375996472579,1.0991673033925733,-0.45105919251661664,0.7499386384013164,-0.24860935140256257,0.45956298866891604,0.4056935895222643,0.0,0.0,0.0010780070154523262,822.0424353524511,6911.9773459574335,0,6960.688514547174
92,52675.81207205752,0.0008309353386904714,1.4900642683320329,-0.00034753615079202347,1.0991618949273465,-0.4778249011539655,0.7477410525497694,-0.25108278868746464,0.4582163063270828,0.40972987232863894,0.0,0.0,0.0010780070154523262,561.3454964686101,6938.079158145703,0,6960.750762030011
93,52675.25938483581,0.0008403014030267403,1.526798970033191,-0.00035726601986398477,1.0991565435725148,-0.5036834989032701,0.745521743020235,-0.2535489314128013,0.45685631169825774,0.4137542514956801,0.0,0.0,0.0010780070154523262,306.15861319737706,6954.0776900431865,0,6960.8138615819435
94,52674.71287042327,0.0008507901590567402,1.5625444657840821,-0.00036712577212125614,1.0991512518606843,-0.5285531421800809,0.7432807742890016,-0.25600770793118516,0.455483044293561,0.41776661010547744,0.0,0.0,0.0010780070154523262,57.43954435824314,6960.640821433379,0,6960.877814346465
95,52674.172786994306,0.0008623465626717519,1.5972340626801438,-0.00037711391111000173,1.0991460222959573,-0.5523671401139307,0.7410182114616088,-0.2584590468092358,0.4540965440097186,0.421766831589349,0.0,0.0,0.0010780070154523262,-184.01012502047587,6958.510074045931,0,6960.942621276859
96,52673.6393896374,0.0008749129808601648,1.630815897375262,-0.00038722887938250696,1.0991408573527348,-0.5750736313703616,0.7387341202709516,-0.26090287682965996,0.4526968511279004,0.4257547997312342,0.0,0.0,0.0010780070154523262,-417.545931541956,6948.474056411439,0,6961.008283113164
97,52673.11293023493,0.000888430055834605,1.663252226048033,-0.0003974690592402586,1.0991357594745452,-0.596634874116831,0.7364285670753787,-0.263339126993311,0.4512840063125546,0.4297303986710562,0.0,0.0,0.0010780070154523262,-642.6759075613951,6931.344029443772,0,6961.074800392947
98,52672.59365734389,0.0009028374979217903,1.6945184111372213,-0.00040783277350996995,1.099130731072877,-0.6170262327578703,0.7341016188567613,-0.2657677265212562,0.449858050610225,0.43369351290809355,0.0,0.0,0.0010780070154523262,-859.0514933237439,6907.932461359927,0,6961.142173443377
99,52672.08181607847,0.0009180747871506625,1.7246017008944103,-0.0004183182863471903,1.0991257745260294,-0.6362349574874093,0.731753343218548,-0.26818860485683127,0.44841902544835804,0.43764402730433577,0.0,0.0,0.0010780070154523262,-1066.4552425819536,6879.0350690876585,0,6961.2104023774755
100,52671.57764793922,0.000934081791806013,1.7534998961076889,-0.0004289238043946,1.0991208921774498,-0.6542588510122777,0.7293838083698663,-0.2706016916829507,0.44696697262556084,0.44158182711272703,0.0,0.0,0.0010780070154523262,-1264.786554863536,6845.416500762579,0,6961.2794871543665
101,52671.08139091925,0.0009507992206843963,1.781219920829202,-0.00043964747633522407,1.0991160863367513,-0.6711048392791173,0.7269930831791432,-0.27300691686306783,0.4455019343444599,0.44550679788082614,0.0,0.0,0.0010780070154523262,-1454.0460780903386,6807.799633663505,0,6961.3494273250535
102,52670.593279061555,0.0009681691172626689,1.8077764999009942,-0.00045048739574013463,1.099111359275408,-0.6867876490000793,0.7245812370889023,-0.2754042105349047,0.444023953159488,0.44941882560375657,0.0,0.0,0.0010780070154523262,-1634.320613678187,6766.858033425764,0,6961.420222399467
103,52670.11354256888,0.0009861351290843335,1.8331907989107878,-0.0004614416006754197,1.099106713227814,-0.7013284476083642,0.7221483401690795,-0.2777935030513083,0.4425330720095574,0.45331779662769384,0.0,0.0,0.0010780070154523262,-1805.767875852641,6723.211394627242,0,6961.4918715967015
104,52669.64240764009,0.0010046427653723526,1.8574892028122805,-0.00047250807496972835,1.0991021503896843,-0.7147536218781211,0.7196944631011882,-0.2801747249975778,0.44102933420835516,0.4572035976781418,0.0,0.0,0.0010780070154523262,-1968.602561667656,6677.423341843834,0,6961.564373903709
105,52669.180096363685,0.001023639570830856,1.8807021957308834,-0.00048368474918117273,1.0990976729170114,-0.7270936577298637,0.7172196771762657,-0.2825478071934822,0.4395127834430851,0.4610761158632236,0.0,0.0,0.0010780070154523262,-2123.0836330795146,6630.0011873198155,0,6961.63772807177
106,52668.72682661315,0.0010430752391071083,1.9028633626884435,-0.0004949695015898581,1.0990932829250395,-0.7383821419548713,0.7147240542928015,-0.28491268069526976,0.4379834637731982,0.4649352386769619,0.0,0.0,0.0010780070154523262,-2269.5030403721885,6581.3971907513405,0,6961.711932613144
107,52668.282811944424,0.0010629016756258437,1.924008516310527,-0.0005063601592155728,1.0990889824872607,-0.7486548889221455,0.7122076669546501,-0.2872692767976713,0.4364414196291137,0.46878085400254693,0.0,0.0,0.0010780070154523262,-2408.175938282536,6532.0109220592585,0,6961.786985797858
108,52667.848261495456,0.0010830730188987944,1.9441749458390472,-0.0005178544988601326,1.0990847736344271,-0.7579491895907137,0.7096705882689219,-0.28961752703589566,0.43488669581092665,0.47261285011559423,0.0,0.0,0.0010780070154523262,-2539.4323655253083,6482.192383717239,0,6961.862885650596
109,52667.42337980872,0.0011035456650228307,1.963400781161096,-0.0005294502473632671,1.0990806583528228,-0.7663031755378117,0.7071128919540525,-0.2919573631918266,0.433319337493352,0.4764311156942551,0.0,0.0,0.0010780070154523262,-2663.610299216546,6432.245609889606,0,6961.939630019538
110,52667.008366992355,0.001124278109960819,1.9817244613072005,-0.0005411450853507943,1.09907663858581,-0.7737552874581327,0.7045346523043438,-0.2942887172823321,0.43173939020399676,0.48023553980014133,0.0,0.0,0.0010780070154523262,-2781.0499568973078,6382.432518832501,0,6962.01721631088
111,52666.60341838897,0.0011452310064941468,1.999184317567616,-0.0005529366458213916,1.0990727162306109,-0.7803438582781363,0.7019359442190979,-0.2966115215739152,0.4301468998412126,0.48402601190223155,0.0,0.0,0.0010780070154523262,-2892.089341855522,6332.976785415353,0,6962.095641822517
112,52666.20872444407,0.0011663671027717112,2.015818198176001,-0.0005648225150195769,1.0990688931370185,-0.786106737839764,0.699316843204553,-0.29892570858661643,0.4285419126752816,0.48780242188323963,0.0,0.0,0.0010780070154523262,-2997.060493241093,6284.067773983492,0,6962.174903588992
